0.379723 0.9498
0.379795 0.9498
0.379867 0.9498
0.379939 0.9499
0.380011 0.9499
0.380084 0.9499
0.380156 0.95
0.380228 0.95
0.3803 0.9501
0.380373 0.9501
0.380445 0.9501
0.380518 0.9502
0.38059 0.9502
0.380662 0.9503
0.380735 0.9503
0.380807 0.9503
0.38088 0.9504
0.380952 0.9504
0.381025 0.9504
0.381098 0.9505
0.38117 0.9505
0.381243 0.9506
0.381316 0.9506
0.381388 0.9506
0.381461 0.9507
0.381534 0.9507
0.381607 0.9508
0.381679 0.9508
0.381752 0.9508
0.381825 0.9509
0.381898 0.9509
0.381971 0.9509
0.382044 0.951
0.382117 0.951
0.38219 0.9511
0.382263 0.9511
0.382336 0.9511
0.382409 0.9512
0.382482 0.9512
0.382555 0.9512
0.382629 0.9513
0.382702 0.9513
0.382775 0.9514
0.382848 0.9514
0.382922 0.9514
0.382995 0.9515
0.383068 0.9515
0.383142 0.9516
0.383215 0.9516
0.383289 0.9516
0.383362 0.9517
0.383436 0.9517
0.383509 0.9517
0.383583 0.9518
0.383656 0.9518
0.38373 0.9519
0.383803 0.9519
0.383877 0.9519
0.383951 0.952
0.384025 0.952
0.384098 0.952
0.384172 0.9521
0.384246 0.9521
0.38432 0.9522
0.384394 0.9522
0.384468 0.9522
0.384541 0.9523
0.384615 0.9523
0.384689 0.9523
0.384763 0.9524
0.384837 0.9524
0.384911 0.9525
0.384986 0.9525
0.38506 0.9525
0.385134 0.9526
0.385208 0.9526
0.385282 0.9526
0.385356 0.9527
0.385431 0.9527
0.385505 0.9527
0.385579 0.9528
0.385654 0.9528
0.385728 0.9529
0.385802 0.9529
0.385877 0.9529
0.385951 0.953
0.386026 0.953
0.3861 0.953
0.386175 0.9531
0.38625 0.9531
0.386324 0.9532
0.386399 0.9532
0.386473 0.9532
0.386548 0.9533
0.386623 0.9533
0.386698 0.9533
0.386772 0.9534
0.386847 0.9534
0.386922 0.9534
0.386997 0.9535
0.387072 0.9535
0.387147 0.9536
0.387222 0.9536
0.387297 0.9536
0.387372 0.9537
0.387447 0.9537
0.387522 0.9537
0.387597 0.9538
0.387672 0.9538
0.387747 0.9538
0.387822 0.9539
0.387898 0.9539
0.387973 0.954
0.388048 0.954
0.388123 0.954
0.388199 0.9541
0.388274 0.9541
0.38835 0.9541
0.388425 0.9542
0.3885 0.9542
0.388576 0.9542
0.388651 0.9543
0.388727 0.9543
0.388802 0.9544
0.388878 0.9544
0.388954 0.9544
0.389029 0.9545
0.389105 0.9545
0.389181 0.9545
