	0	9.088470000000e+02	5.722050000000e-06	-3.663690000000e+02
	0.0333333	9.485910000000e+02	-1.083200000000e+01	-3.663690000000e+02
	0.0666667	9.883060000000e+02	-2.171850000000e+01	-3.663690000000e+02
	0.1	1.027970000000e+03	-3.271420000000e+01	-3.663690000000e+02
	0.133333	1.067540000000e+03	-4.387370000000e+01	-3.663690000000e+02
	0.166667	1.107010000000e+03	-5.525140000000e+01	-3.663690000000e+02
	0.2	1.146340000000e+03	-6.690190000000e+01	-3.663690000000e+02
	0.233333	1.185500000000e+03	-7.887990000000e+01	-3.663690000000e+02
	0.266667	1.224470000000e+03	-9.124000000000e+01	-3.663690000000e+02
	0.3	1.263220000000e+03	-1.040370000000e+02	-3.663690000000e+02
	0.333333	1.301720000000e+03	-1.173240000000e+02	-3.663690000000e+02
	0.366667	1.339940000000e+03	-1.311580000000e+02	-3.663690000000e+02
	0.4	1.377860000000e+03	-1.455920000000e+02	-3.663690000000e+02
	0.433333	1.415450000000e+03	-1.606800000000e+02	-3.663690000000e+02
	0.466667	1.452670000000e+03	-1.764780000000e+02	-3.663690000000e+02
	0.5	1.489510000000e+03	-1.930400000000e+02	-3.663690000000e+02
	0.533333	1.525940000000e+03	-2.104210000000e+02	-3.663690000000e+02
	0.566667	1.561920000000e+03	-2.286750000000e+02	-3.663690000000e+02
	0.6	1.597430000000e+03	-2.478560000000e+02	-3.663690000000e+02
	0.633333	1.632450000000e+03	-2.680200000000e+02	-3.663690000000e+02
	0.666667	1.666940000000e+03	-2.892210000000e+02	-3.663690000000e+02
	0.7	1.700870000000e+03	-3.115130000000e+02	-3.663690000000e+02
	0.733333	1.734230000000e+03	-3.349510000000e+02	-3.663690000000e+02
	0.766667	1.766980000000e+03	-3.595900000000e+02	-3.663690000000e+02
	0.8	1.799090000000e+03	-3.854840000000e+02	-3.663690000000e+02
	0.833333	1.830540000000e+03	-4.126880000000e+02	-3.663690000000e+02
	0.866667	1.861290000000e+03	-4.412560000000e+02	-3.663690000000e+02
	0.9	1.891330000000e+03	-4.712420000000e+02	-3.663690000000e+02
	0.933333	1.920620000000e+03	-5.027030000000e+02	-3.663690000000e+02
	0.966667	1.949140000000e+03	-5.356910000000e+02	-3.663690000000e+02
	1	1.976850000000e+03	-5.702620000000e+02	-3.663690000000e+02
	1.03333	2.003750000000e+03	-6.064520000000e+02	-3.663690000000e+02
	1.06667	2.029840000000e+03	-6.442240000000e+02	-3.663690000000e+02
	1.1	2.055160000000e+03	-6.835250000000e+02	-3.663690000000e+02
	1.13333	2.079730000000e+03	-7.242990000000e+02	-3.663690000000e+02
	1.16667	2.103580000000e+03	-7.664920000000e+02	-3.663690000000e+02
	1.2	2.126740000000e+03	-8.100490000000e+02	-3.663690000000e+02
	1.23333	2.149240000000e+03	-8.549160000000e+02	-3.663690000000e+02
	1.26667	2.171100000000e+03	-9.010380000000e+02	-3.663690000000e+02
	1.3	2.192350000000e+03	-9.483610000000e+02	-3.663690000000e+02
	1.33333	2.213030000000e+03	-9.968290000000e+02	-3.663690000000e+02
	1.36667	2.233150000000e+03	-1.046390000000e+03	-3.663690000000e+02
	1.4	2.252740000000e+03	-1.096990000000e+03	-3.663690000000e+02
	1.43333	2.271840000000e+03	-1.148570000000e+03	-3.663690000000e+02
	1.46667	2.290460000000e+03	-1.201070000000e+03	-3.663690000000e+02
	1.5	2.308650000000e+03	-1.254450000000e+03	-3.663690000000e+02
	1.53333	2.326420000000e+03	-1.308650000000e+03	-3.663690000000e+02
	1.56667	2.343800000000e+03	-1.363610000000e+03	-3.663690000000e+02
	1.6	2.360820000000e+03	-1.419290000000e+03	-3.663690000000e+02
	1.63333	2.377510000000e+03	-1.475610000000e+03	-3.663690000000e+02
	1.66667	2.393900000000e+03	-1.532540000000e+03	-3.663690000000e+02
	1.7	2.410010000000e+03	-1.590010000000e+03	-3.663690000000e+02
	1.73333	2.425870000000e+03	-1.647980000000e+03	-3.663690000000e+02
	1.76667	2.441510000000e+03	-1.706380000000e+03	-3.663690000000e+02
	1.8	2.456950000000e+03	-1.765160000000e+03	-3.663690000000e+02
	1.83333	2.472230000000e+03	-1.824270000000e+03	-3.663690000000e+02
	1.86667	2.487380000000e+03	-1.883660000000e+03	-3.663690000000e+02
	1.9	2.502410000000e+03	-1.943260000000e+03	-3.663690000000e+02
	1.93333	2.517360000000e+03	-2.003020000000e+03	-3.663690000000e+02
	1.96667	2.532250000000e+03	-2.062900000000e+03	-3.663690000000e+02
	2	2.547110000000e+03	-2.122830000000e+03	-3.663690000000e+02
